is_current,status_event_id,status_time,source_system,status,account_id,trace_id
Y,evt_fce08e2d-f8dd-0827-1edf-d4ac31ae70a1_003,2026-01-18T17:03:00+08:00,core_banking,active,fce08e2d-f8dd-0827-1edf-d4ac31ae70a1,audit_fce08e2d-f8dd-0827-1edf-d4ac31ae70a1_003
Y,evt_7a2a11bb-8151-a30f-b61a-a310184fede6_001,2026-02-24T10:30:00+08:00,core_banking,open,7a2a11bb-8151-a30f-b61a-a310184fede6,audit_7a2a11bb-8151-a30f-b61a-a310184fede6_001
N,evt_31120c64-186d-cb0d-9665-5a0ada9331c1_001,2026-04-09T13:23:00+08:00,core_banking,open,31120c64-186d-cb0d-9665-5a0ada9331c1,audit_31120c64-186d-cb0d-9665-5a0ada9331c1_001
Y,evt_31120c64-186d-cb0d-9665-5a0ada9331c1_002,2026-04-09T13:24:00+08:00,core_banking,pending,31120c64-186d-cb0d-9665-5a0ada9331c1,audit_31120c64-186d-cb0d-9665-5a0ada9331c1_002
Y,evt_7b48ad31-4131-72cb-a6f6-698d0cc89baa_001,2026-02-23T18:13:00+08:00,core_banking,open,7b48ad31-4131-72cb-a6f6-698d0cc89baa,audit_7b48ad31-4131-72cb-a6f6-698d0cc89baa_001
N,evt_9be9f72c-007a-2ee5-42b9-a4b3e8d433e4_001,2026-03-03T11:55:00+08:00,crm_status_bus,open,9be9f72c-007a-2ee5-42b9-a4b3e8d433e4,audit_9be9f72c-007a-2ee5-42b9-a4b3e8d433e4_001
N,evt_9be9f72c-007a-2ee5-42b9-a4b3e8d433e4_002,2026-03-03T11:56:00+08:00,crm_status_bus,pending,9be9f72c-007a-2ee5-42b9-a4b3e8d433e4,audit_9be9f72c-007a-2ee5-42b9-a4b3e8d433e4_002
N,evt_9be9f72c-007a-2ee5-42b9-a4b3e8d433e4_003,2026-03-03T11:57:00+08:00,crm_status_bus,active,9be9f72c-007a-2ee5-42b9-a4b3e8d433e4,audit_9be9f72c-007a-2ee5-42b9-a4b3e8d433e4_003
Y,evt_9be9f72c-007a-2ee5-42b9-a4b3e8d433e4_004,2026-03-03T11:58:00+08:00,crm_status_bus,frozen,9be9f72c-007a-2ee5-42b9-a4b3e8d433e4,audit_9be9f72c-007a-2ee5-42b9-a4b3e8d433e4_004
N,evt_defa0771-21ff-0294-821c-5d9769524001_001,2026-03-01T16:49:00+08:00,core_banking,open,defa0771-21ff-0294-821c-5d9769524001,audit_defa0771-21ff-0294-821c-5d9769524001_001
N,evt_defa0771-21ff-0294-821c-5d9769524001_002,2026-03-01T16:50:00+08:00,core_banking,pending,defa0771-21ff-0294-821c-5d9769524001,audit_defa0771-21ff-0294-821c-5d9769524001_002
Y,evt_defa0771-21ff-0294-821c-5d9769524001_003,2026-03-01T16:51:00+08:00,core_banking,active,defa0771-21ff-0294-821c-5d9769524001,audit_defa0771-21ff-0294-821c-5d9769524001_003
N,evt_4c50b5e5-cfa7-211c-ec18-bbc3eda4fd20_001,2026-03-24T18:17:00+08:00,core_banking,open,4c50b5e5-cfa7-211c-ec18-bbc3eda4fd20,audit_4c50b5e5-cfa7-211c-ec18-bbc3eda4fd20_001
N,evt_4c50b5e5-cfa7-211c-ec18-bbc3eda4fd20_002,2026-03-24T18:18:00+08:00,core_banking,pending,4c50b5e5-cfa7-211c-ec18-bbc3eda4fd20,audit_4c50b5e5-cfa7-211c-ec18-bbc3eda4fd20_002
Y,evt_4c50b5e5-cfa7-211c-ec18-bbc3eda4fd20_003,2026-03-24T18:19:00+08:00,core_banking,active,4c50b5e5-cfa7-211c-ec18-bbc3eda4fd20,audit_4c50b5e5-cfa7-211c-ec18-bbc3eda4fd20_003
N,evt_051bf2b8-eabc-0608-fb9e-a1ce966b3bc5_001,2026-03-28T11:34:00+08:00,core_banking,open,051bf2b8-eabc-0608-fb9e-a1ce966b3bc5,audit_051bf2b8-eabc-0608-fb9e-a1ce966b3bc5_001
N,evt_051bf2b8-eabc-0608-fb9e-a1ce966b3bc5_002,2026-03-28T11:35:00+08:00,core_banking,pending,051bf2b8-eabc-0608-fb9e-a1ce966b3bc5,audit_051bf2b8-eabc-0608-fb9e-a1ce966b3bc5_002
Y,evt_051bf2b8-eabc-0608-fb9e-a1ce966b3bc5_003,2026-03-28T11:36:00+08:00,core_banking,active,051bf2b8-eabc-0608-fb9e-a1ce966b3bc5,audit_051bf2b8-eabc-0608-fb9e-a1ce966b3bc5_003
N,evt_c53e3d16-5961-c6e8-2e05-646433e5ce87_001,2026-02-28T13:52:00+08:00,core_banking,open,c53e3d16-5961-c6e8-2e05-646433e5ce87,audit_c53e3d16-5961-c6e8-2e05-646433e5ce87_001
N,evt_c53e3d16-5961-c6e8-2e05-646433e5ce87_002,2026-02-28T13:53:00+08:00,core_banking,pending,c53e3d16-5961-c6e8-2e05-646433e5ce87,audit_c53e3d16-5961-c6e8-2e05-646433e5ce87_002
N,evt_c53e3d16-5961-c6e8-2e05-646433e5ce87_003,2026-02-28T13:54:00+08:00,core_banking,active,c53e3d16-5961-c6e8-2e05-646433e5ce87,audit_c53e3d16-5961-c6e8-2e05-646433e5ce87_003
Y,evt_c53e3d16-5961-c6e8-2e05-646433e5ce87_004,2026-02-28T13:55:00+08:00,core_banking,frozen,c53e3d16-5961-c6e8-2e05-646433e5ce87,audit_c53e3d16-5961-c6e8-2e05-646433e5ce87_004
N,evt_29cdc1aa-e9f0-a41c-006c-e034f2394b32_001,2026-02-01T17:39:00+08:00,deposit_gateway,open,29cdc1aa-e9f0-a41c-006c-e034f2394b32,audit_29cdc1aa-e9f0-a41c-006c-e034f2394b32_001
N,evt_29cdc1aa-e9f0-a41c-006c-e034f2394b32_002,2026-02-01T17:40:00+08:00,deposit_gateway,pending,29cdc1aa-e9f0-a41c-006c-e034f2394b32,audit_29cdc1aa-e9f0-a41c-006c-e034f2394b32_002
Y,evt_29cdc1aa-e9f0-a41c-006c-e034f2394b32_003,2026-02-01T17:41:00+08:00,deposit_gateway,active,29cdc1aa-e9f0-a41c-006c-e034f2394b32,audit_29cdc1aa-e9f0-a41c-006c-e034f2394b32_003
N,evt_6fe4afc7-54af-1460-ee0d-6fdb7aff4ce4_001,2026-02-10T12:48:00+08:00,core_banking,open,6fe4afc7-54af-1460-ee0d-6fdb7aff4ce4,audit_6fe4afc7-54af-1460-ee0d-6fdb7aff4ce4_001
Y,evt_6fe4afc7-54af-1460-ee0d-6fdb7aff4ce4_002,2026-02-10T12:49:00+08:00,core_banking,pending,6fe4afc7-54af-1460-ee0d-6fdb7aff4ce4,audit_6fe4afc7-54af-1460-ee0d-6fdb7aff4ce4_002
N,evt_eb6bbdd2-5b14-f073-4274-6ff432b8acbe_001,2026-04-25T12:46:00+08:00,core_banking,open,eb6bbdd2-5b14-f073-4274-6ff432b8acbe,audit_eb6bbdd2-5b14-f073-4274-6ff432b8acbe_001
N,evt_eb6bbdd2-5b14-f073-4274-6ff432b8acbe_002,2026-04-25T12:47:00+08:00,core_banking,pending,eb6bbdd2-5b14-f073-4274-6ff432b8acbe,audit_eb6bbdd2-5b14-f073-4274-6ff432b8acbe_002
Y,evt_eb6bbdd2-5b14-f073-4274-6ff432b8acbe_003,2026-04-25T12:48:00+08:00,core_banking,active,eb6bbdd2-5b14-f073-4274-6ff432b8acbe,audit_eb6bbdd2-5b14-f073-4274-6ff432b8acbe_003
N,evt_8c379ce8-b10b-1727-5571-db774aa52bc5_001,2026-03-15T17:24:00+08:00,core_banking,open,8c379ce8-b10b-1727-5571-db774aa52bc5,audit_8c379ce8-b10b-1727-5571-db774aa52bc5_001
N,evt_8c379ce8-b10b-1727-5571-db774aa52bc5_002,2026-03-15T17:25:00+08:00,core_banking,pending,8c379ce8-b10b-1727-5571-db774aa52bc5,audit_8c379ce8-b10b-1727-5571-db774aa52bc5_002
N,evt_8c379ce8-b10b-1727-5571-db774aa52bc5_003,2026-03-15T17:26:00+08:00,core_banking,active,8c379ce8-b10b-1727-5571-db774aa52bc5,audit_8c379ce8-b10b-1727-5571-db774aa52bc5_003
Y,evt_8c379ce8-b10b-1727-5571-db774aa52bc5_004,2026-03-15T17:27:00+08:00,core_banking,frozen,8c379ce8-b10b-1727-5571-db774aa52bc5,audit_8c379ce8-b10b-1727-5571-db774aa52bc5_004
N,evt_de54f252-d740-f634-eb7c-c78fcaf9dba4_001,2026-03-31T11:34:00+08:00,deposit_gateway,open,de54f252-d740-f634-eb7c-c78fcaf9dba4,audit_de54f252-d740-f634-eb7c-c78fcaf9dba4_001
Y,evt_de54f252-d740-f634-eb7c-c78fcaf9dba4_002,2026-03-31T11:35:00+08:00,deposit_gateway,pending,de54f252-d740-f634-eb7c-c78fcaf9dba4,audit_de54f252-d740-f634-eb7c-c78fcaf9dba4_002
N,evt_ef841a8b-3522-8aeb-8781-ea5533adbafd_001,2026-03-20T13:36:00+08:00,core_banking,open,ef841a8b-3522-8aeb-8781-ea5533adbafd,audit_ef841a8b-3522-8aeb-8781-ea5533adbafd_001
N,evt_ef841a8b-3522-8aeb-8781-ea5533adbafd_002,2026-03-20T13:37:00+08:00,core_banking,pending,ef841a8b-3522-8aeb-8781-ea5533adbafd,audit_ef841a8b-3522-8aeb-8781-ea5533adbafd_002
Y,evt_ef841a8b-3522-8aeb-8781-ea5533adbafd_003,2026-03-20T13:38:00+08:00,core_banking,active,ef841a8b-3522-8aeb-8781-ea5533adbafd,audit_ef841a8b-3522-8aeb-8781-ea5533adbafd_003
N,evt_f3372926-d408-c83c-b961-ae2159b0f0f3_001,2026-04-23T09:39:00+08:00,core_banking,open,f3372926-d408-c83c-b961-ae2159b0f0f3,audit_f3372926-d408-c83c-b961-ae2159b0f0f3_001
N,evt_f3372926-d408-c83c-b961-ae2159b0f0f3_002,2026-04-23T09:40:00+08:00,core_banking,pending,f3372926-d408-c83c-b961-ae2159b0f0f3,audit_f3372926-d408-c83c-b961-ae2159b0f0f3_002
Y,evt_f3372926-d408-c83c-b961-ae2159b0f0f3_003,2026-04-23T09:41:00+08:00,core_banking,active,f3372926-d408-c83c-b961-ae2159b0f0f3,audit_f3372926-d408-c83c-b961-ae2159b0f0f3_003
N,evt_41b7a617-2672-d867-a705-b416feee8a34_001,2026-03-11T14:53:00+08:00,core_banking,open,41b7a617-2672-d867-a705-b416feee8a34,audit_41b7a617-2672-d867-a705-b416feee8a34_001
N,evt_41b7a617-2672-d867-a705-b416feee8a34_002,2026-03-11T14:54:00+08:00,core_banking,pending,41b7a617-2672-d867-a705-b416feee8a34,audit_41b7a617-2672-d867-a705-b416feee8a34_002
Y,evt_41b7a617-2672-d867-a705-b416feee8a34_003,2026-03-11T14:55:00+08:00,core_banking,active,41b7a617-2672-d867-a705-b416feee8a34,audit_41b7a617-2672-d867-a705-b416feee8a34_003
Y,evt_dddd5723-a1a3-117a-7232-d6557865ef5e_001,2026-04-03T18:09:00+08:00,deposit_gateway,open,dddd5723-a1a3-117a-7232-d6557865ef5e,audit_dddd5723-a1a3-117a-7232-d6557865ef5e_001
N,evt_30793c19-01b5-ea57-e85a-941c2ff2e856_001,2026-04-01T16:25:00+08:00,core_banking,open,30793c19-01b5-ea57-e85a-941c2ff2e856,audit_30793c19-01b5-ea57-e85a-941c2ff2e856_001
N,evt_30793c19-01b5-ea57-e85a-941c2ff2e856_002,2026-04-01T16:26:00+08:00,core_banking,pending,30793c19-01b5-ea57-e85a-941c2ff2e856,audit_30793c19-01b5-ea57-e85a-941c2ff2e856_002
Y,evt_30793c19-01b5-ea57-e85a-941c2ff2e856_003,2026-04-01T16:27:00+08:00,core_banking,active,30793c19-01b5-ea57-e85a-941c2ff2e856,audit_30793c19-01b5-ea57-e85a-941c2ff2e856_003
N,evt_166c4ea7-497f-e489-3f51-63e7c5353195_001,2026-03-30T11:08:00+08:00,core_banking,open,166c4ea7-497f-e489-3f51-63e7c5353195,audit_166c4ea7-497f-e489-3f51-63e7c5353195_001
Y,evt_166c4ea7-497f-e489-3f51-63e7c5353195_002,2026-03-30T11:09:00+08:00,core_banking,pending,166c4ea7-497f-e489-3f51-63e7c5353195,audit_166c4ea7-497f-e489-3f51-63e7c5353195_002
N,evt_8684a827-42b6-debd-06cc-a43b1e8e6e05_001,2026-02-28T16:03:00+08:00,deposit_gateway,open,8684a827-42b6-debd-06cc-a43b1e8e6e05,audit_8684a827-42b6-debd-06cc-a43b1e8e6e05_001
N,evt_8684a827-42b6-debd-06cc-a43b1e8e6e05_002,2026-02-28T16:04:00+08:00,deposit_gateway,pending,8684a827-42b6-debd-06cc-a43b1e8e6e05,audit_8684a827-42b6-debd-06cc-a43b1e8e6e05_002
Y,evt_8684a827-42b6-debd-06cc-a43b1e8e6e05_003,2026-02-28T16:05:00+08:00,deposit_gateway,active,8684a827-42b6-debd-06cc-a43b1e8e6e05,audit_8684a827-42b6-debd-06cc-a43b1e8e6e05_003
N,evt_906eebc4-4312-7a67-139a-8129fdf84e36_001,2026-03-31T16:24:00+08:00,core_banking,open,906eebc4-4312-7a67-139a-8129fdf84e36,audit_906eebc4-4312-7a67-139a-8129fdf84e36_001
N,evt_906eebc4-4312-7a67-139a-8129fdf84e36_002,2026-03-31T16:25:00+08:00,core_banking,pending,906eebc4-4312-7a67-139a-8129fdf84e36,audit_906eebc4-4312-7a67-139a-8129fdf84e36_002
Y,evt_906eebc4-4312-7a67-139a-8129fdf84e36_003,2026-03-31T16:26:00+08:00,core_banking,active,906eebc4-4312-7a67-139a-8129fdf84e36,audit_906eebc4-4312-7a67-139a-8129fdf84e36_003
N,evt_a7c8ffa1-5631-dc96-31d4-a17db5998632_001,2026-03-25T16:03:00+08:00,crm_status_bus,open,a7c8ffa1-5631-dc96-31d4-a17db5998632,audit_a7c8ffa1-5631-dc96-31d4-a17db5998632_001
N,evt_a7c8ffa1-5631-dc96-31d4-a17db5998632_002,2026-03-25T16:04:00+08:00,crm_status_bus,pending,a7c8ffa1-5631-dc96-31d4-a17db5998632,audit_a7c8ffa1-5631-dc96-31d4-a17db5998632_002
Y,evt_a7c8ffa1-5631-dc96-31d4-a17db5998632_003,2026-03-25T16:05:00+08:00,crm_status_bus,active,a7c8ffa1-5631-dc96-31d4-a17db5998632,audit_a7c8ffa1-5631-dc96-31d4-a17db5998632_003
N,evt_6a14acc9-4fff-ac90-d1fe-ee02586a8752_001,2026-03-08T13:32:00+08:00,core_banking,open,6a14acc9-4fff-ac90-d1fe-ee02586a8752,audit_6a14acc9-4fff-ac90-d1fe-ee02586a8752_001
N,evt_6a14acc9-4fff-ac90-d1fe-ee02586a8752_002,2026-03-08T13:33:00+08:00,core_banking,pending,6a14acc9-4fff-ac90-d1fe-ee02586a8752,audit_6a14acc9-4fff-ac90-d1fe-ee02586a8752_002
Y,evt_6a14acc9-4fff-ac90-d1fe-ee02586a8752_003,2026-03-08T13:34:00+08:00,core_banking,active,6a14acc9-4fff-ac90-d1fe-ee02586a8752,audit_6a14acc9-4fff-ac90-d1fe-ee02586a8752_003
N,evt_2073fe22-50a2-750c-03b1-25a620bba23d_001,2026-01-30T17:29:00+08:00,core_banking,open,2073fe22-50a2-750c-03b1-25a620bba23d,audit_2073fe22-50a2-750c-03b1-25a620bba23d_001
Y,evt_2073fe22-50a2-750c-03b1-25a620bba23d_002,2026-01-30T17:30:00+08:00,core_banking,pending,2073fe22-50a2-750c-03b1-25a620bba23d,audit_2073fe22-50a2-750c-03b1-25a620bba23d_002
N,evt_80363336-27e1-c4ac-8032-4d686e095b20_001,2026-04-05T17:53:00+08:00,core_banking,open,80363336-27e1-c4ac-8032-4d686e095b20,audit_80363336-27e1-c4ac-8032-4d686e095b20_001
N,evt_80363336-27e1-c4ac-8032-4d686e095b20_002,2026-04-05T17:54:00+08:00,core_banking,pending,80363336-27e1-c4ac-8032-4d686e095b20,audit_80363336-27e1-c4ac-8032-4d686e095b20_002
Y,evt_80363336-27e1-c4ac-8032-4d686e095b20_003,2026-04-05T17:55:00+08:00,core_banking,active,80363336-27e1-c4ac-8032-4d686e095b20,audit_80363336-27e1-c4ac-8032-4d686e095b20_003
N,evt_4dff2685-6c8b-3373-fc02-fb01f24aa4b2_001,2026-02-01T15:35:00+08:00,core_banking,open,4dff2685-6c8b-3373-fc02-fb01f24aa4b2,audit_4dff2685-6c8b-3373-fc02-fb01f24aa4b2_001
Y,evt_4dff2685-6c8b-3373-fc02-fb01f24aa4b2_002,2026-02-01T15:36:00+08:00,core_banking,pending,4dff2685-6c8b-3373-fc02-fb01f24aa4b2,audit_4dff2685-6c8b-3373-fc02-fb01f24aa4b2_002
Y,evt_7bfec69f-823c-7172-8f2f-eee86901718d_001,2026-04-27T18:49:00+08:00,core_banking,open,7bfec69f-823c-7172-8f2f-eee86901718d,audit_7bfec69f-823c-7172-8f2f-eee86901718d_001
N,evt_41b8d96d-413c-131f-f232-01f1e2a95bb7_001,2026-02-10T15:00:00+08:00,deposit_gateway,open,41b8d96d-413c-131f-f232-01f1e2a95bb7,audit_41b8d96d-413c-131f-f232-01f1e2a95bb7_001
N,evt_41b8d96d-413c-131f-f232-01f1e2a95bb7_002,2026-02-10T15:01:00+08:00,deposit_gateway,pending,41b8d96d-413c-131f-f232-01f1e2a95bb7,audit_41b8d96d-413c-131f-f232-01f1e2a95bb7_002
Y,evt_41b8d96d-413c-131f-f232-01f1e2a95bb7_003,2026-02-10T15:02:00+08:00,deposit_gateway,active,41b8d96d-413c-131f-f232-01f1e2a95bb7,audit_41b8d96d-413c-131f-f232-01f1e2a95bb7_003
N,evt_02fdfae4-bce6-6607-0a72-ecc389284179_001,2026-03-27T14:13:00+08:00,deposit_gateway,open,02fdfae4-bce6-6607-0a72-ecc389284179,audit_02fdfae4-bce6-6607-0a72-ecc389284179_001
N,evt_02fdfae4-bce6-6607-0a72-ecc389284179_002,2026-03-27T14:14:00+08:00,deposit_gateway,pending,02fdfae4-bce6-6607-0a72-ecc389284179,audit_02fdfae4-bce6-6607-0a72-ecc389284179_002
Y,evt_02fdfae4-bce6-6607-0a72-ecc389284179_003,2026-03-27T14:15:00+08:00,deposit_gateway,active,02fdfae4-bce6-6607-0a72-ecc389284179,audit_02fdfae4-bce6-6607-0a72-ecc389284179_003
N,evt_1db9ceb3-f452-77d6-1d1e-5ce55643f10c_001,2026-02-05T11:42:00+08:00,core_banking,open,1db9ceb3-f452-77d6-1d1e-5ce55643f10c,audit_1db9ceb3-f452-77d6-1d1e-5ce55643f10c_001
N,evt_1db9ceb3-f452-77d6-1d1e-5ce55643f10c_002,2026-02-05T11:43:00+08:00,core_banking,pending,1db9ceb3-f452-77d6-1d1e-5ce55643f10c,audit_1db9ceb3-f452-77d6-1d1e-5ce55643f10c_002
Y,evt_1db9ceb3-f452-77d6-1d1e-5ce55643f10c_003,2026-02-05T11:44:00+08:00,core_banking,active,1db9ceb3-f452-77d6-1d1e-5ce55643f10c,audit_1db9ceb3-f452-77d6-1d1e-5ce55643f10c_003
N,evt_3d4505c9-14e8-bf0b-eb18-9da6557f72e0_001,2026-03-14T13:02:00+08:00,core_banking,open,3d4505c9-14e8-bf0b-eb18-9da6557f72e0,audit_3d4505c9-14e8-bf0b-eb18-9da6557f72e0_001
N,evt_3d4505c9-14e8-bf0b-eb18-9da6557f72e0_002,2026-03-14T13:03:00+08:00,core_banking,pending,3d4505c9-14e8-bf0b-eb18-9da6557f72e0,audit_3d4505c9-14e8-bf0b-eb18-9da6557f72e0_002
Y,evt_3d4505c9-14e8-bf0b-eb18-9da6557f72e0_003,2026-03-14T13:04:00+08:00,core_banking,active,3d4505c9-14e8-bf0b-eb18-9da6557f72e0,audit_3d4505c9-14e8-bf0b-eb18-9da6557f72e0_003
N,evt_0284272f-fc09-e35c-cab7-e2cdfe931527_001,2026-03-31T11:38:00+08:00,deposit_gateway,open,0284272f-fc09-e35c-cab7-e2cdfe931527,audit_0284272f-fc09-e35c-cab7-e2cdfe931527_001
N,evt_0284272f-fc09-e35c-cab7-e2cdfe931527_002,2026-03-31T11:39:00+08:00,deposit_gateway,pending,0284272f-fc09-e35c-cab7-e2cdfe931527,audit_0284272f-fc09-e35c-cab7-e2cdfe931527_002
Y,evt_0284272f-fc09-e35c-cab7-e2cdfe931527_003,2026-03-31T11:40:00+08:00,deposit_gateway,active,0284272f-fc09-e35c-cab7-e2cdfe931527,audit_0284272f-fc09-e35c-cab7-e2cdfe931527_003
N,evt_0c23c85f-379e-2087-025e-48aeed7836af_001,2026-03-25T17:58:00+08:00,core_banking,open,0c23c85f-379e-2087-025e-48aeed7836af,audit_0c23c85f-379e-2087-025e-48aeed7836af_001
N,evt_0c23c85f-379e-2087-025e-48aeed7836af_002,2026-03-25T17:59:00+08:00,core_banking,pending,0c23c85f-379e-2087-025e-48aeed7836af,audit_0c23c85f-379e-2087-025e-48aeed7836af_002
Y,evt_0c23c85f-379e-2087-025e-48aeed7836af_003,2026-03-25T18:00:00+08:00,core_banking,active,0c23c85f-379e-2087-025e-48aeed7836af,audit_0c23c85f-379e-2087-025e-48aeed7836af_003
N,evt_3bd5268f-3d57-b109-accb-b3e59b6d9987_001,2026-01-22T14:49:00+08:00,core_banking,open,3bd5268f-3d57-b109-accb-b3e59b6d9987,audit_3bd5268f-3d57-b109-accb-b3e59b6d9987_001
N,evt_3bd5268f-3d57-b109-accb-b3e59b6d9987_002,2026-01-22T14:50:00+08:00,core_banking,pending,3bd5268f-3d57-b109-accb-b3e59b6d9987,audit_3bd5268f-3d57-b109-accb-b3e59b6d9987_002
Y,evt_3bd5268f-3d57-b109-accb-b3e59b6d9987_003,2026-01-22T14:51:00+08:00,core_banking,active,3bd5268f-3d57-b109-accb-b3e59b6d9987,audit_3bd5268f-3d57-b109-accb-b3e59b6d9987_003
N,evt_8a944227-8747-a22c-589a-c672c5dcfeff_001,2026-04-29T16:14:00+08:00,deposit_gateway,open,8a944227-8747-a22c-589a-c672c5dcfeff,audit_8a944227-8747-a22c-589a-c672c5dcfeff_001
Y,evt_8a944227-8747-a22c-589a-c672c5dcfeff_002,2026-04-29T16:15:00+08:00,deposit_gateway,pending,8a944227-8747-a22c-589a-c672c5dcfeff,audit_8a944227-8747-a22c-589a-c672c5dcfeff_002
N,evt_a68494c8-8586-ed7e-49b3-cbcaef7ca80b_001,2026-04-23T10:34:00+08:00,core_banking,open,a68494c8-8586-ed7e-49b3-cbcaef7ca80b,audit_a68494c8-8586-ed7e-49b3-cbcaef7ca80b_001
N,evt_a68494c8-8586-ed7e-49b3-cbcaef7ca80b_002,2026-04-23T10:35:00+08:00,core_banking,pending,a68494c8-8586-ed7e-49b3-cbcaef7ca80b,audit_a68494c8-8586-ed7e-49b3-cbcaef7ca80b_002
Y,evt_a68494c8-8586-ed7e-49b3-cbcaef7ca80b_003,2026-04-23T10:36:00+08:00,core_banking,active,a68494c8-8586-ed7e-49b3-cbcaef7ca80b,audit_a68494c8-8586-ed7e-49b3-cbcaef7ca80b_003
N,evt_67fd875f-5a45-006c-a607-d2d7e66dbdc1_001,2026-03-04T13:02:00+08:00,core_banking,open,67fd875f-5a45-006c-a607-d2d7e66dbdc1,audit_67fd875f-5a45-006c-a607-d2d7e66dbdc1_001
N,evt_67fd875f-5a45-006c-a607-d2d7e66dbdc1_002,2026-03-04T13:03:00+08:00,core_banking,pending,67fd875f-5a45-006c-a607-d2d7e66dbdc1,audit_67fd875f-5a45-006c-a607-d2d7e66dbdc1_002
Y,evt_67fd875f-5a45-006c-a607-d2d7e66dbdc1_003,2026-03-04T13:04:00+08:00,core_banking,active,67fd875f-5a45-006c-a607-d2d7e66dbdc1,audit_67fd875f-5a45-006c-a607-d2d7e66dbdc1_003
N,evt_f418fa22-18cf-19c5-90b0-1a484f09167f_001,2026-04-03T17:07:00+08:00,core_banking,open,f418fa22-18cf-19c5-90b0-1a484f09167f,audit_f418fa22-18cf-19c5-90b0-1a484f09167f_001
N,evt_f418fa22-18cf-19c5-90b0-1a484f09167f_002,2026-04-03T17:08:00+08:00,core_banking,pending,f418fa22-18cf-19c5-90b0-1a484f09167f,audit_f418fa22-18cf-19c5-90b0-1a484f09167f_002
Y,evt_f418fa22-18cf-19c5-90b0-1a484f09167f_003,2026-04-03T17:09:00+08:00,core_banking,active,f418fa22-18cf-19c5-90b0-1a484f09167f,audit_f418fa22-18cf-19c5-90b0-1a484f09167f_003
N,evt_ad97c431-c735-20d5-4342-4300f92d483f_001,2026-03-20T13:25:00+08:00,core_banking,open,ad97c431-c735-20d5-4342-4300f92d483f,audit_ad97c431-c735-20d5-4342-4300f92d483f_001
N,evt_ad97c431-c735-20d5-4342-4300f92d483f_002,2026-03-20T13:26:00+08:00,core_banking,pending,ad97c431-c735-20d5-4342-4300f92d483f,audit_ad97c431-c735-20d5-4342-4300f92d483f_002
Y,evt_ad97c431-c735-20d5-4342-4300f92d483f_003,2026-03-20T13:27:00+08:00,core_banking,active,ad97c431-c735-20d5-4342-4300f92d483f,audit_ad97c431-c735-20d5-4342-4300f92d483f_003
N,evt_55998ddc-4395-ab72-d5a1-9298c1bd7afa_001,2026-04-04T16:46:00+08:00,deposit_gateway,open,55998ddc-4395-ab72-d5a1-9298c1bd7afa,audit_55998ddc-4395-ab72-d5a1-9298c1bd7afa_001
N,evt_55998ddc-4395-ab72-d5a1-9298c1bd7afa_002,2026-04-04T16:47:00+08:00,deposit_gateway,pending,55998ddc-4395-ab72-d5a1-9298c1bd7afa,audit_55998ddc-4395-ab72-d5a1-9298c1bd7afa_002
Y,evt_55998ddc-4395-ab72-d5a1-9298c1bd7afa_003,2026-04-04T16:48:00+08:00,deposit_gateway,active,55998ddc-4395-ab72-d5a1-9298c1bd7afa,audit_55998ddc-4395-ab72-d5a1-9298c1bd7afa_003
N,evt_aaae00af-fbe8-4bf2-1534-05c9664a9465_001,2026-02-22T17:06:00+08:00,core_banking,open,aaae00af-fbe8-4bf2-1534-05c9664a9465,audit_aaae00af-fbe8-4bf2-1534-05c9664a9465_001
Y,evt_aaae00af-fbe8-4bf2-1534-05c9664a9465_002,2026-02-22T17:07:00+08:00,core_banking,pending,aaae00af-fbe8-4bf2-1534-05c9664a9465,audit_aaae00af-fbe8-4bf2-1534-05c9664a9465_002
N,evt_2027ec3f-be5c-d1f1-c7f6-2d161f8f7c11_001,2026-03-27T14:54:00+08:00,core_banking,open,2027ec3f-be5c-d1f1-c7f6-2d161f8f7c11,audit_2027ec3f-be5c-d1f1-c7f6-2d161f8f7c11_001
N,evt_2027ec3f-be5c-d1f1-c7f6-2d161f8f7c11_002,2026-03-27T14:55:00+08:00,core_banking,pending,2027ec3f-be5c-d1f1-c7f6-2d161f8f7c11,audit_2027ec3f-be5c-d1f1-c7f6-2d161f8f7c11_002
Y,evt_2027ec3f-be5c-d1f1-c7f6-2d161f8f7c11_003,2026-03-27T14:56:00+08:00,core_banking,active,2027ec3f-be5c-d1f1-c7f6-2d161f8f7c11,audit_2027ec3f-be5c-d1f1-c7f6-2d161f8f7c11_003
N,evt_a7fd8a8d-3dac-1595-0212-3a520cef25c0_001,2026-03-08T17:44:00+08:00,core_banking,open,a7fd8a8d-3dac-1595-0212-3a520cef25c0,audit_a7fd8a8d-3dac-1595-0212-3a520cef25c0_001
N,evt_a7fd8a8d-3dac-1595-0212-3a520cef25c0_002,2026-03-08T17:45:00+08:00,core_banking,pending,a7fd8a8d-3dac-1595-0212-3a520cef25c0,audit_a7fd8a8d-3dac-1595-0212-3a520cef25c0_002
Y,evt_a7fd8a8d-3dac-1595-0212-3a520cef25c0_003,2026-03-08T17:46:00+08:00,core_banking,active,a7fd8a8d-3dac-1595-0212-3a520cef25c0,audit_a7fd8a8d-3dac-1595-0212-3a520cef25c0_003
